"aspectId","aspectName","aspectDescription","relationType","memberAspects","dataType","scoreMethod","choice","score","criteria","depth","level","parentAspectId"
"Q1230","GI.SAP11.179","179. In practice, the government publishes the number of authorized civil service positions along with the number of positions actually filled.","self","","SingleChoice","raw","50","50.0","The government publishes such a list but it is often delayed or incomplete.  There may be multiple years in between each successive publication.","223","4","C369"
"Q1230","GI.SAP11.179","179. In practice, the government publishes the number of authorized civil service positions along with the number of positions actually filled.","self","","SingleChoice","raw","25","25.0",,"223","4","C369"
"Q1230","GI.SAP11.179","179. In practice, the government publishes the number of authorized civil service positions along with the number of positions actually filled.","self","","SingleChoice","raw","0","0.0","The government rarely or never publishes such a list, or when it does it is wholly incomplete.","223","4","C369"
"Q1231","GI.SAP11.180","180. In practice, the independent redress mechanism for the civil service is effective.","self","","SingleChoice","raw","100","100.0","The independent redress mechanism for the civil service can control the timing and pace of its investigations without any input from the bodies that manage civil servants on a day-to-day basis.","224","4","C369"
"Q1231","GI.SAP11.180","180. In practice, the independent redress mechanism for the civil service is effective.","self","","SingleChoice","raw","75","75.0",,"224","4","C369"
"Q1231","GI.SAP11.180","180. In practice, the independent redress mechanism for the civil service is effective.","self","","SingleChoice","raw","50","50.0","The independent civil service redress mechanism can generally decide what to investigate and when but is sometimes subject to pressure on politically sensitive issues from the executive or the bodies that manage civil servants on a day-to-day basis.","224","4","C369"
"Q1231","GI.SAP11.180","180. In practice, the independent redress mechanism for the civil service is effective.","self","","SingleChoice","raw","25","25.0",,"224","4","C369"
"Q1231","GI.SAP11.180","180. In practice, the independent redress mechanism for the civil service is effective.","self","","SingleChoice","raw","0","0.0","The civil service redress mechanism must rely on approval from the executive or the bodies that manage civil servants on a day-to-day basis before initiating investigations.  It is almost impossible to move forward on politically sensitive investigations.","224","4","C369"
"Q1232","GI.SAP11.181","181. In practice, civil servants convicted of corruption are prohibited from future government employment.","self","","SingleChoice","raw","100","100.0","A system of formal blacklists and cooling off periods is in place for civil servants convicted of corruption. All civil servants are subject to this system.","225","4","C369"
"Q1232","GI.SAP11.181","181. In practice, civil servants convicted of corruption are prohibited from future government employment.","self","","SingleChoice","raw","75","75.0",,"225","4","C369"
"Q1232","GI.SAP11.181","181. In practice, civil servants convicted of corruption are prohibited from future government employment.","self","","SingleChoice","raw","50","50.0","A system of formal blacklists and cooling off periods is in place, but the system has flaws. Some civil servants may not be affected by the system, or the prohibitions are sometimes not effective.  Some bans are only temporary.","225","4","C369"
"Q1232","GI.SAP11.181","181. In practice, civil servants convicted of corruption are prohibited from future government employment.","self","","SingleChoice","raw","25","25.0",,"225","4","C369"
"Q1232","GI.SAP11.181","181. In practice, civil servants convicted of corruption are prohibited from future government employment.","self","","SingleChoice","raw","0","0.0","There is no such system, or the system is consistently ineffective in prohibiting future employment of convicted civil servants.","225","4","C369"
"C370","Category 370","7.3. Are there regulations addressing conflicts of interest for civil servants?","contains","Q1233|Q1234|Q1235|Q1236|Q1237","Float","mean","","","","226","3","C367"
"Q1233","GI.SAP11.182","182. In law, senior members of the state civil service are required to file an asset disclosure form.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if senior members of the state civil service are required by law to file an asset disclosure form while in office, illustrating sources of income, stock holdings, and other assets. This form does not need to be publicly available to score a YES.","227","4","C370"
"Q1233","GI.SAP11.182","182. In law, senior members of the state civil service are required to file an asset disclosure form.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if any senior member of the state civil service is not required to disclose assets.","227","4","C370"
"Q1234","GI.SAP11.183","183. In law, there are requirements for civil servants to recuse themselves from policy decisions where their personal interests may be affected.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there are requirements for civil servants to recuse themselves from policy decisions where their personal interests, including personal financial interests as well as those of their family and friends, are affected.","228","4","C370"
